Date,Open,High,Low,Close,Adj Close,Volume
2022-02-10,156.66000366210938,159.02999877929688,155.22000122070312,155.9499969482422,154.8025360107422,16455600
2022-02-11,155.61000061035156,158.19000244140625,152.97000122070312,153.9199981689453,152.7874755859375,16830000
2022-02-14,152.72999572753906,153.67999267578125,150.32000732421875,152.49000549316406,151.36801147460938,17026500
2022-02-15,154.50999450683594,155.94000244140625,153.85000610351562,154.72000122070312,153.58160400390625,9500000
2022-02-16,153.74000549316406,156.10000610351562,153.74000549316406,155.0,153.8595428466797,9076500
2022-02-17,153.0,153.72999572753906,150.6699981689453,151.42999267578125,150.3157958984375,11367500
2022-02-18,152.1300048828125,154.13999938964844,151.1300048828125,152.13999938964844,151.0205841064453,11733300
2022-02-22,150.60000610351562,153.24000549316406,150.41000366210938,151.8699951171875,150.7525634765625,11333500
2022-02-23,153.1199951171875,153.3000030517578,147.97000122070312,148.69000244140625,147.59596252441406,11799000
2022-02-24,142.94000244140625,144.99000549316406,139.77999877929688,144.5500030517578,143.48643493652344,25655100
2022-02-25,145.25,150.1300048828125,144.91000366210938,147.97000122070312,146.88125610351562,18367700
2022-02-28,143.5500030517578,145.05999755859375,140.8800048828125,141.8000030517578,140.7566680908203,31315300
2022-03-01,140.0399932861328,140.47999572753906,133.5800018310547,136.4499969482422,135.44601440429688,36840400
2022-03-02,137.2899932861328,140.0399932861328,136.61000061035156,139.27999877929688,138.2552032470703,19405600
2022-03-03,139.83999633789062,140.97999572753906,137.05999755859375,138.2899932861328,137.27247619628906,16640800
2022-03-04,134.94000244140625,135.4199981689453,132.39999389648438,134.39999389648438,133.41110229492188,21016000
2022-03-07,132.1699981689453,132.69000244140625,128.9499969482422,129.2100067138672,128.25930786132812,27560100
2022-03-08,129.63999938964844,131.7899932861328,127.2699966430664,128.3000030517578,127.35599517822266,19207800
2022-03-09,132.89999389648438,135.24000549316406,132.44000244140625,133.44000244140625,132.4581756591797,17536200
2022-03-10,131.86000061035156,133.4499969482422,130.32000732421875,131.86000061035156,130.88980102539062,15604200
2022-03-11,132.49000549316406,134.0800018310547,128.4199981689453,128.88999938964844,127.941650390625,20061800
2022-03-14,129.4600067138672,132.9199981689453,129.22999572753906,130.1699981689453,129.2122344970703,15786900
2022-03-15,131.8000030517578,133.5500030517578,131.1300048828125,132.47999572753906,131.50523376464844,15096600
2022-03-16,134.8699951171875,138.49000549316406,134.42999267578125,138.39999389648438,137.3816680908203,20354900
2022-03-17,136.86000061035156,140.19000244140625,135.9199981689453,140.14999389648438,139.11878967285156,17050500
2022-03-18,140.19000244140625,140.85000610351562,138.4600067138672,140.10000610351562,139.0691680908203,23656500
2022-03-21,140.35000610351562,140.75999450683594,138.72999572753906,139.64999389648438,138.62246704101562,12676100
2022-03-22,142.27000427246094,143.92999267578125,141.72000122070312,142.6199951171875,141.57061767578125,13548600
2022-03-23,140.97999572753906,141.58999633789062,139.1999969482422,139.77999877929688,138.75152587890625,12093200
2022-03-24,140.3000030517578,140.7100067138672,139.11000061035156,140.69000244140625,139.6548309326172,10017600
2022-03-25,141.08999633789062,143.17999267578125,140.8000030517578,141.9199981689453,140.8757781982422,8383500
2022-03-28,140.0,140.97000122070312,137.89999389648438,140.8699951171875,139.83349609375,10818100
2022-03-29,143.35000610351562,143.60000610351562,140.24000549316406,141.17999267578125,140.14122009277344,11316500
2022-03-30,141.89999389648438,142.1199951171875,139.91000366210938,140.5399932861328,139.50592041015625,8771000
2022-03-31,139.8300018310547,140.35000610351562,136.25999450683594,136.32000732421875,135.31698608398438,17353900
2022-04-01,137.39999389648438,137.41000366210938,133.8000030517578,135.30999755859375,134.3144073486328,15721300
2022-04-04,134.1199951171875,136.94000244140625,132.88999938964844,135.91000366210938,134.91000366210938,17416400
2022-04-05,134.07000732421875,135.39999389648438,133.00999450683594,133.33999633789062,133.33999633789062,12110300
2022-04-06,131.5800018310547,132.55999755859375,130.9600067138672,131.49000549316406,131.49000549316406,12914700
2022-04-07,130.9499969482422,131.9199981689453,128.72999572753906,131.08999633789062,131.08999633789062,12994200
2022-04-08,131.6699981689453,133.89999389648438,131.49000549316406,133.49000549316406,133.49000549316406,13126900
2022-04-11,133.0,134.89999389648438,132.57000732421875,133.0,133.0,10466400
2022-04-12,132.13999938964844,134.5800018310547,130.6999969482422,131.5399932861328,131.5399932861328,12989900
2022-04-13,126.94000244140625,129.25,126.01000213623047,127.30000305175781,127.30000305175781,30838000
2022-04-14,126.5,128.3000030517578,125.0199966430664,126.12000274658203,126.12000274658203,18835200
2022-04-18,125.66999816894531,129.24000549316406,125.54000091552734,128.4600067138672,128.4600067138672,11834400
2022-04-19,128.4499969482422,131.32000732421875,128.22999572753906,131.1199951171875,131.1199951171875,15015400
2022-04-20,132.52000427246094,133.50999450683594,131.33999633789062,131.5800018310547,131.5800018310547,13430200
2022-04-21,132.22000122070312,132.80999755859375,129.9600067138672,130.55999755859375,130.55999755859375,12174200
2022-04-22,130.27999877929688,130.52000427246094,126.69000244140625,126.80999755859375,126.80999755859375,14318800
2022-04-25,126.01000213623047,127.12000274658203,123.11000061035156,126.7699966430664,126.7699966430664,17149000
2022-04-26,124.63999938964844,126.41000366210938,122.87000274658203,123.0199966430664,123.0199966430664,17209500
2022-04-27,122.33000183105469,123.55999755859375,121.22000122070312,121.41999816894531,121.41999816894531,17215200
2022-04-28,122.80999755859375,123.6500015258789,121.13999938964844,123.33999633789062,123.33999633789062,13015600
2022-04-29,123.05000305175781,123.61000061035156,118.9000015258789,119.36000061035156,119.36000061035156,14874800
2022-05-02,119.87999725341797,120.70999908447266,118.22000122070312,120.44999694824219,120.44999694824219,18545000
2022-05-03,121.52999877929688,124.16999816894531,120.77999877929688,123.02999877929688,123.02999877929688,15720900
2022-05-04,122.80000305175781,127.4000015258789,122.73999786376953,127.0999984741211,127.0999984741211,17128500
2022-05-05,125.25,126.0999984741211,122.16000366210938,123.91999816894531,123.91999816894531,15055400
2022-05-06,123.80000305175781,124.29000091552734,121.18000030517578,123.72000122070312,123.72000122070312,14417900
2022-05-09,122.11000061035156,123.33000183105469,120.5,121.86000061035156,121.86000061035156,14312300
2022-05-10,123.11000061035156,123.77999877929688,117.55999755859375,118.88999938964844,118.88999938964844,16382400
2022-05-11,119.30000305175781,122.88999938964844,117.94000244140625,118.13999938964844,118.13999938964844,14630300
2022-05-12,117.0,118.31999969482422,115.37000274658203,118.04000091552734,118.04000091552734,16318800
2022-05-13,119.41000366210938,120.25,117.95999908447266,119.08999633789062,119.08999633789062,10443200
2022-05-16,118.54000091552734,119.45999908447266,117.2300033569336,118.26000213623047,118.26000213623047,10269000
2022-05-17,121.04000091552734,122.97000122070312,120.80999755859375,122.18000030517578,122.18000030517578,11160200
2022-05-18,121.30000305175781,121.97000122070312,119.52999877929688,120.08999633789062,120.08999633789062,12664900
2022-05-19,118.19000244140625,119.6500015258789,117.62999725341797,118.30999755859375,118.30999755859375,12765800
2022-05-20,119.45999908447266,119.66999816894531,115.0199966430664,117.33999633789062,117.33999633789062,13150100
2022-05-23,120.45999908447266,126.56999969482422,120.44999694824219,124.5999984741211,124.5999984741211,24376700
2022-05-24,124.36000061035156,127.48999786376953,123.11000061035156,126.36000061035156,126.36000061035156,19324900
2022-05-25,126.27999877929688,127.86000061035156,125.16999816894531,127.23999786376953,127.23999786376953,12780400
2022-05-26,128.3699951171875,130.19000244140625,128.2100067138672,129.44000244140625,129.44000244140625,15990900
2022-05-27,130.16000366210938,131.27000427246094,129.13999938964844,131.27000427246094,131.27000427246094,11177800
2022-05-31,130.17999267578125,133.14999389648438,129.7100067138672,132.22999572753906,132.22999572753906,17015000
2022-06-01,132.8699951171875,132.8699951171875,128.6699981689453,129.91000366210938,129.91000366210938,10768000
2022-06-02,129.89999389648438,132.00999450683594,128.6699981689453,132.0,132.0,8374800
2022-06-03,131.2100067138672,131.77000427246094,129.99000549316406,130.16000366210938,130.16000366210938,8595300
2022-06-06,131.08999633789062,132.38999938964844,129.4600067138672,129.72999572753906,129.72999572753906,11323500
2022-06-07,128.8300018310547,130.32000732421875,128.6199951171875,130.07000732421875,130.07000732421875,6722200
2022-06-08,129.0,129.4499969482422,126.9000015258789,128.0,128.0,8422100
2022-06-09,127.37000274658203,128.10000610351562,125.2699966430664,125.30999755859375,125.30999755859375,13560100
2022-06-10,122.58999633789062,123.4000015258789,119.31999969482422,119.55000305175781,119.55000305175781,12945200
